Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features][Reflash: Stage1+SF 93 v400 Boost Select.ptm - Realtime: Stage1+SF 93 v400 Boost Select.ptm]"
270.180,-7.81,-0.08,-0.78,0.00,14.24,25,14,10.2,14.36,14.24,-5.54,14.53,0.86,15.36,178,1.000,0.00,0.00,5,37.50,9.46,61,2.26,8.76,2610,71.87,0.71,0.00,0.00,0.000,16.1,52,0.00,0
270.335,-7.81,-0.08,-0.78,0.00,14.47,25,15,10.2,14.36,14.32,-5.55,14.54,0.86,15.37,178,1.000,0.00,0.00,5,37.50,9.52,61,2.26,8.76,2624,71.86,0.65,0.00,0.00,0.000,16.1,52,0.00,0
270.469,-7.81,0.00,-0.78,0.00,14.59,25,14,10.2,14.36,14.16,-5.53,14.53,0.86,15.35,178,1.000,0.00,0.00,5,37.50,9.52,61,2.26,8.82,2624,71.85,0.63,0.00,0.00,0.000,16.1,52,0.00,0
270.623,-7.81,0.08,-0.78,0.00,14.59,25,14,10.2,14.36,14.24,-5.50,14.52,0.87,15.35,178,1.000,0.00,0.00,5,37.50,9.46,61,2.26,8.80,2610,71.83,0.61,0.00,0.00,0.000,16.1,52,0.00,0
270.768,-7.03,0.08,-0.78,0.00,14.59,25,14,10.2,14.36,14.08,-5.49,14.51,0.87,15.36,178,1.000,0.00,0.00,5,38.00,9.53,61,2.24,8.84,2628,71.82,0.63,0.00,0.00,0.000,16.1,52,0.00,0
270.914,-7.03,0.08,-0.78,0.00,14.59,25,14,10.2,14.36,14.24,-5.44,14.51,0.86,15.36,178,1.000,0.00,0.00,5,38.00,9.46,61,2.24,8.84,2610,71.82,0.61,0.00,0.00,0.000,16.1,52,0.00,0
271.101,-6.25,0.08,-0.78,0.00,14.59,25,14,10.2,14.36,14.08,-5.44,14.51,0.86,15.35,178,1.000,0.00,0.00,5,37.50,9.53,61,2.24,8.89,2628,71.82,0.58,0.00,0.00,0.000,16.1,52,0.00,0
271.210,-6.25,0.08,-0.78,0.00,14.70,25,14,9.8,14.36,14.16,-5.45,14.52,0.87,15.35,178,1.000,0.00,0.00,5,37.50,10.04,59,2.24,8.91,2615,71.80,0.56,0.00,0.00,0.000,16.1,52,0.00,0
271.360,-6.25,0.00,-0.78,0.00,14.47,25,14,9.4,14.36,14.24,-5.49,14.52,0.85,15.37,178,1.000,0.00,0.00,5,38.50,9.53,59,2.24,8.76,2627,68.15,0.60,0.00,0.00,0.000,15.3,52,0.00,0
271.511,-7.03,-0.08,-0.78,0.00,14.36,26,14,9.4,14.36,14.00,-5.67,14.53,0.84,15.40,178,1.000,0.00,0.00,5,39.00,9.49,59,2.24,8.60,2616,68.14,0.82,0.00,0.00,0.000,15.7,52,0.00,0
271.665,-7.03,-0.16,-0.78,0.00,14.59,25,14,9.8,14.36,14.24,-5.66,14.54,0.84,15.40,178,1.000,0.00,0.00,5,40.00,9.54,59,2.22,8.68,2631,64.48,0.81,0.00,0.00,0.000,15.7,52,0.00,0
271.814,-6.25,-0.08,-0.78,0.00,14.59,25,14,9.8,14.36,14.08,-5.72,14.54,0.82,15.40,178,1.000,0.00,0.00,5,39.50,9.50,59,2.22,8.60,2619,68.11,0.81,0.00,0.00,0.000,15.7,52,0.00,0
271.962,-5.47,0.00,-0.78,0.00,14.81,25,14,9.8,14.36,14.16,-5.61,14.53,0.84,15.38,178,1.000,0.00,0.00,5,39.50,9.56,59,2.24,8.76,2635,68.09,0.78,0.00,0.00,0.000,15.7,52,0.00,0
272.097,-5.47,-0.08,-0.78,0.00,14.59,25,15,10.2,14.36,14.24,-5.55,14.53,0.85,15.36,178,1.000,0.00,0.00,5,39.00,9.51,59,2.24,8.72,2623,68.08,0.73,0.00,0.00,0.000,16.1,52,0.00,0
272.250,-5.47,0.00,-0.78,0.00,14.59,25,15,10.2,14.36,14.08,-5.51,14.53,0.85,15.36,178,1.000,0.00,0.00,5,39.00,9.58,59,2.24,8.80,2642,71.70,0.69,0.00,0.00,0.000,16.1,52,0.00,0
272.399,-4.69,-0.08,-0.78,0.00,14.70,25,15,10.2,14.36,14.24,-5.38,14.54,0.85,15.35,178,1.000,0.00,0.00,5,38.00,10.06,59,2.26,8.91,2620,71.70,0.52,0.00,0.00,0.000,16.1,52,0.00,0
272.545,-3.91,0.00,-0.78,0.00,14.70,25,14,11.8,14.36,14.08,-5.37,14.53,0.86,15.34,178,1.000,0.00,0.00,5,36.00,10.14,59,2.34,8.95,2641,82.62,0.48,0.00,0.00,0.000,18.0,52,0.00,0
272.694,-2.34,0.00,-0.78,0.00,14.93,25,13,13.3,14.36,14.24,-4.58,14.53,0.99,15.17,178,1.000,0.00,0.00,5,28.00,13.50,59,2.50,9.80,2637,120.29,0.11,0.00,2.15,0.080,22.0,52,0.00,0
272.844,-2.34,0.16,-0.78,0.00,14.59,24,9,12.9,14.36,14.24,-2.77,14.50,1.15,14.43,178,1.000,0.00,0.00,5,31.00,14.16,59,2.48,11.52,2656,120.25,0.58,0.00,-0.52,0.460,21.6,52,0.00,0
272.991,-2.34,0.00,-0.78,0.00,14.36,22,9,12.5,14.36,14.08,-2.72,14.51,1.17,14.45,178,1.000,0.00,0.00,5,36.00,14.11,59,2.52,11.58,2646,120.24,-0.50,0.00,-0.59,0.820,21.2,52,0.00,0
273.150,-4.69,-0.08,-0.78,0.00,14.01,19,10,12.5,14.36,14.24,-2.68,14.53,1.18,14.51,178,1.000,0.00,0.00,5,37.50,14.21,59,2.48,11.60,2665,113.87,-1.25,0.00,-2.02,1.000,20.8,52,0.00,0
273.291,-4.69,-0.23,-0.78,0.00,14.59,17,10,12.5,14.36,14.00,-2.72,14.55,1.17,14.62,178,1.000,0.00,0.00,5,37.00,13.60,59,2.50,11.62,2657,120.17,-0.75,0.00,-1.14,1.000,20.8,52,0.00,0
273.429,-3.12,0.08,-0.78,0.00,14.81,17,11,12.9,14.36,14.16,-2.68,14.52,1.18,14.67,178,1.000,0.00,0.00,5,37.00,14.28,59,2.50,11.70,2678,120.13,-0.92,0.00,-1.24,1.000,21.2,52,0.00,0
273.580,-1.56,0.23,-0.78,0.00,14.93,16,11,12.9,14.36,14.16,-2.44,14.50,1.20,14.71,178,1.000,0.00,0.00,5,36.50,14.23,59,2.54,11.97,2669,120.09,-1.07,0.00,-1.59,1.000,21.6,52,0.00,0
273.725,-0.78,0.39,0.00,0.00,14.59,17,11,12.9,14.36,14.08,-2.23,14.45,1.23,14.76,178,1.000,0.00,0.00,5,36.00,14.91,59,2.56,12.18,2688,126.39,-1.28,0.00,-1.39,1.000,22.0,53,0.00,0
273.875,-0.78,0.08,0.00,0.00,14.59,16,12,12.9,14.36,14.00,-2.08,14.50,1.23,14.83,178,1.000,0.00,0.00,5,36.00,15.61,59,2.56,12.16,2710,126.35,-1.56,0.00,-2.75,1.000,21.6,53,0.00,0
274.020,-0.78,-0.08,0.00,0.00,14.59,17,13,12.9,14.36,14.00,-1.94,14.53,1.24,14.83,178,1.000,0.00,0.00,5,36.00,14.95,59,2.56,12.41,2695,119.95,-1.26,0.00,-2.05,1.000,21.6,53,0.00,0
274.172,0.00,0.23,0.00,0.00,14.70,17,12,12.9,14.36,14.00,-1.88,14.49,1.24,14.81,178,1.000,0.00,0.00,5,35.50,15.59,59,2.58,12.43,2706,126.27,-1.57,0.00,-2.11,1.000,22.0,53,0.00,0
274.316,1.56,0.55,0.00,0.00,14.70,17,13,12.9,14.36,14.16,-1.64,14.44,1.26,14.79,178,1.000,0.00,0.00,5,36.00,15.74,59,2.58,12.70,2732,126.22,-1.57,0.00,-2.77,1.000,22.0,53,0.00,0
274.465,0.78,0.00,0.00,0.00,14.47,17,13,12.9,14.36,14.08,-1.60,14.46,1.25,14.79,178,1.000,0.00,0.00,5,36.50,15.77,59,2.56,12.74,2738,126.17,-1.56,0.00,-2.74,1.000,21.2,53,0.00,0
274.618,0.78,-0.31,0.00,0.00,14.59,17,13,12.9,14.36,14.16,-1.54,14.58,1.25,14.77,178,1.000,0.00,0.00,5,36.00,15.75,59,2.60,12.74,2734,126.13,-1.40,0.00,-2.79,1.000,22.0,53,0.00,0
274.760,1.56,0.16,0.00,0.00,14.59,17,14,12.9,14.36,14.08,-1.66,14.50,1.23,14.80,178,1.000,0.00,0.00,5,36.00,15.80,59,2.58,12.51,2743,119.70,-1.87,0.00,-3.65,1.000,21.2,54,0.00,0
274.909,0.78,-0.23,0.00,0.00,14.47,17,13,12.5,14.36,14.16,-1.74,14.54,1.21,14.82,178,1.000,0.00,0.00,5,36.50,15.33,59,2.58,12.57,2764,119.66,-1.81,0.00,-3.47,1.000,20.8,54,0.00,0
275.056,1.56,-0.08,0.00,0.00,14.70,17,12,12.9,14.36,14.16,-2.02,14.55,1.19,14.84,178,1.000,0.00,0.00,5,37.00,15.41,59,2.56,12.32,2778,119.62,-2.24,0.00,-2.69,1.000,21.2,54,0.00,0
275.207,3.12,0.78,0.00,0.00,14.70,17,12,12.9,14.36,14.16,-1.77,14.43,1.20,14.82,178,1.000,0.00,0.00,5,37.00,15.35,59,2.56,12.57,2767,119.57,-1.78,0.00,-4.48,1.000,20.8,54,0.00,0
275.353,2.34,-0.23,0.00,0.00,14.36,16,12,12.5,14.36,14.16,-1.82,14.47,1.18,14.84,178,1.000,0.00,0.00,5,37.00,15.42,59,2.56,12.45,2780,113.12,-1.58,0.00,-2.79,1.000,20.8,55,0.00,0
275.507,1.56,-0.47,-0.78,0.00,14.36,17,11,11.8,14.36,14.00,-1.98,14.59,1.15,14.85,178,1.000,0.00,0.00,5,37.50,14.23,59,2.50,12.30,2779,100.25,-2.03,0.00,-4.10,1.000,19.2,55,0.00,0
275.648,0.78,-0.39,-0.78,0.00,14.47,17,10,11.8,14.36,14.24,-2.76,14.59,1.07,14.97,180,1.000,0.00,0.00,5,38.00,13.69,59,2.50,11.37,2791,96.06,-2.21,0.00,-4.00,1.000,18.8,55,0.00,0
275.801,1.56,-0.08,-0.78,0.00,14.81,17,10,12.2,14.36,13.84,-2.97,14.55,1.05,15.01,180,1.000,0.00,0.00,5,38.50,13.71,59,2.48,11.29,2795,100.14,-1.77,0.00,-3.33,1.000,18.8,55,0.00,0
275.958,3.12,0.39,-0.78,0.00,14.81,17,10,11.4,14.36,14.16,-2.99,14.51,1.05,15.01,180,1.000,0.00,0.00,5,38.00,13.82,59,2.46,11.27,2817,95.92,-1.75,0.00,-3.28,1.000,18.8,55,0.00,0
276.101,3.12,0.31,-0.78,0.00,14.47,17,10,11.4,14.36,14.16,-3.19,14.45,1.02,15.05,180,1.000,0.00,0.00,5,38.50,13.27,59,2.46,10.98,2827,92.18,-1.67,0.00,-2.64,1.000,18.4,55,0.00,0
276.251,3.12,-0.23,-0.78,0.00,14.59,16,10,11.8,14.36,13.92,-3.39,14.55,1.00,15.07,180,1.000,0.00,0.00,5,39.00,13.29,59,2.44,10.93,2831,92.08,-1.29,0.00,-2.10,1.000,18.4,55,0.00,0
276.389,3.91,-0.08,-0.78,0.00,14.59,17,10,11.4,14.36,14.16,-3.48,14.55,1.00,15.07,180,1.000,0.00,0.00,5,39.00,13.31,59,2.44,10.83,2835,92.00,-1.24,0.00,-1.99,1.000,18.4,55,0.00,0
276.540,3.91,-0.16,-0.78,0.00,14.59,17,9,11.4,14.36,14.24,-3.50,14.55,0.99,15.07,180,1.000,0.00,0.00,5,39.50,13.33,59,2.46,10.81,2840,95.57,-1.24,0.00,-1.93,1.000,18.8,55,0.00,0
276.691,3.91,0.00,-0.78,0.00,14.59,17,10,11.4,14.36,14.08,-3.51,14.53,0.99,15.07,180,1.000,0.00,0.00,5,39.50,13.36,59,2.46,10.73,2847,91.83,-1.26,0.00,-2.02,1.000,18.8,56,0.00,0
276.832,3.12,-0.16,-0.78,0.00,14.36,16,10,11.0,14.36,14.08,-3.56,14.53,0.97,15.09,180,1.000,0.00,0.00,5,40.00,12.77,59,2.42,10.62,2850,91.73,-1.21,0.00,-1.90,1.000,17.6,56,0.00,0
276.984,1.56,-0.31,-0.78,0.00,14.24,17,10,10.2,14.36,13.92,-3.97,14.57,0.94,15.18,180,1.000,0.00,0.00,5,41.50,11.57,59,2.32,10.29,2854,69.87,-0.90,0.00,-0.79,1.000,16.1,56,0.00,0
277.134,0.78,-0.31,-0.78,0.00,14.36,17,10,10.2,14.36,14.24,-4.84,14.57,0.84,15.26,180,1.000,0.00,0.00,5,44.00,10.99,59,2.34,9.51,2862,73.46,0.13,0.00,0.15,1.000,16.5,56,0.00,0
277.284,1.56,-0.08,-0.78,0.00,14.70,17,10,10.2,14.36,14.16,-4.87,14.56,0.84,15.26,180,1.000,0.00,0.00,5,44.00,10.99,59,2.32,9.49,2863,69.78,0.14,0.00,0.16,1.000,16.5,56,0.00,0
277.434,1.56,-0.08,-0.78,0.00,14.59,17,10,10.6,14.36,14.24,-4.95,14.53,0.83,15.27,180,1.000,0.00,0.00,5,43.50,10.98,59,2.34,9.40,2860,73.37,0.32,0.00,0.23,1.000,17.3,56,0.00,0
277.582,2.34,0.00,-0.78,0.00,14.70,17,10,10.2,14.36,14.24,-4.84,14.52,0.85,15.24,180,1.000,0.00,0.00,5,43.50,11.62,59,2.32,9.44,2866,76.96,0.20,0.00,0.15,1.000,16.5,56,0.00,0
277.727,2.34,-0.08,-0.78,0.00,14.47,17,10,10.2,14.36,13.84,-4.94,14.52,0.84,15.26,180,1.000,0.00,0.00,5,43.50,10.95,59,2.34,9.34,2852,73.31,0.23,0.00,0.26,0.912,16.9,56,0.00,0
277.874,1.56,-0.16,-0.78,0.00,14.36,19,10,10.2,14.36,14.24,-5.01,14.54,0.83,15.26,180,1.000,0.00,0.00,5,44.00,10.95,59,2.32,9.32,2850,69.65,0.31,0.00,0.36,0.760,16.1,56,0.00,0
278.019,0.78,-0.23,-0.78,0.00,14.24,20,10,9.8,14.36,14.24,-5.17,14.55,0.80,15.29,180,1.000,0.00,0.00,5,44.00,10.36,59,2.32,9.13,2857,69.62,0.38,0.00,0.53,0.616,16.5,56,0.00,0
278.177,0.00,-0.23,-0.78,0.00,14.47,21,10,9.4,14.36,14.16,-5.27,14.56,0.78,15.31,180,1.000,0.00,0.00,5,45.00,10.36,59,2.28,9.03,2856,65.98,0.51,0.00,0.59,0.464,15.3,57,0.00,0
278.316,0.00,-0.23,-0.78,0.00,14.47,22,10,9.0,14.36,14.24,-5.63,14.56,0.72,15.45,180,1.000,0.00,0.00,5,47.00,9.15,59,2.22,8.51,2860,51.47,0.75,0.00,0.87,0.320,14.9,57,0.00,0
278.464,0.00,-0.23,-0.78,0.00,14.59,23,10,8.6,14.36,14.00,-6.12,14.56,0.68,15.57,180,1.000,0.00,0.00,5,47.50,9.13,59,2.20,8.20,2852,51.44,1.26,0.00,2.37,0.168,14.5,57,0.00,0
278.608,1.56,-0.16,-0.78,0.00,14.93,24,10,8.6,14.36,14.24,-6.33,14.56,0.65,15.64,180,1.000,0.00,0.00,5,47.50,8.51,59,2.16,7.93,2850,51.47,1.62,0.00,2.92,0.024,14.5,57,0.00,0
278.759,3.12,-0.08,-0.78,0.00,15.04,25,10,8.6,14.36,14.08,-6.52,14.54,0.64,15.62,180,1.000,0.00,0.00,5,48.00,9.20,59,2.18,7.85,2875,51.49,1.77,0.00,3.35,0.000,14.5,57,0.00,0
278.914,3.91,0.00,-0.78,0.00,14.70,25,10,2.4,14.36,14.16,-6.46,14.53,0.63,15.66,180,1.000,0.00,0.00,5,48.00,8.59,59,2.12,7.81,2874,47.84,1.73,0.00,3.38,0.000,12.2,57,0.00,0
279.061,2.34,-0.08,-0.78,0.00,14.24,11,3,0.0,14.36,14.24,-7.38,14.54,0.50,16.23,180,1.000,0.00,0.00,5,42.00,6.73,59,1.96,6.59,2868,22.51,2.57,0.00,5.68,0.000,11.4,56,0.00,0
279.207,0.00,-0.16,-0.78,0.00,14.01,0,2,0.0,14.36,14.24,-7.64,14.56,0.43,16.10,180,1.000,0.00,0.00,5,37.50,0.00,59,1.92,6.73,2854,20.04,3.14,0.00,0.00,0.000,11.0,56,0.00,0
279.348,0.00,-0.16,-0.78,0.00,16.42,0,3,0.0,14.36,14.00,-7.46,14.56,0.40,16.19,180,1.000,0.00,0.00,5,34.50,0.00,59,1.92,6.86,2856,17.48,2.85,0.00,0.00,0.000,11.0,56,0.00,0
279.504,0.00,-0.16,-0.78,0.00,18.95,5,3,0.0,14.36,14.32,-7.55,14.56,0.38,15.35,180,1.000,0.00,0.00,5,31.00,0.00,59,1.88,6.57,2844,15.09,2.80,0.00,0.00,0.000,10.6,56,0.00,0
279.648,0.00,-0.16,-0.78,0.00,19.64,5,3,0.0,14.36,14.24,-8.19,14.56,0.35,14.98,180,1.000,0.00,0.00,5,28.50,0.00,59,1.86,5.99,2828,12.64,3.36,0.00,0.00,0.000,10.2,56,0.00,0
279.800,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.24,-8.48,14.56,0.34,12.34,180,1.000,0.00,0.00,5,26.00,0.00,59,1.84,5.78,2831,10.60,3.68,0.00,0.00,0.000,9.8,55,0.00,0
279.944,0.00,-0.16,-0.78,0.00,20.44,5,3,0.0,14.36,14.24,-8.70,14.56,0.33,12.14,180,1.000,0.00,0.00,5,24.00,0.00,59,1.80,5.57,2824,8.41,3.87,0.00,0.00,0.000,9.4,55,0.00,0
280.100,0.00,-0.16,-0.78,0.00,20.44,6,2,0.0,14.36,14.32,-8.87,14.56,0.29,12.14,180,1.000,0.00,0.00,0,16.50,0.00,59,1.64,5.24,2769,0.00,4.16,0.00,0.00,0.000,6.7,55,0.00,0
280.250,0.00,-0.16,-0.78,0.00,20.44,4,3,0.0,14.36,14.40,-9.66,14.56,0.23,12.14,180,1.000,0.00,0.00,5,16.50,0.00,59,1.52,4.62,2554,0.00,4.82,0.00,0.00,0.000,5.5,55,0.00,0
280.394,0.00,-0.16,0.00,0.00,20.44,1,2,5.5,14.36,14.16,-9.84,14.56,0.34,7.78,180,1.000,0.00,0.00,5,30.50,15.72,59,2.78,11.72,2540,259.06,5.12,0.00,7.24,0.100,47.8,55,0.00,0
280.540,0.00,-0.16,-0.78,0.00,20.44,16,4,0.0,14.36,14.16,-2.25,14.55,0.87,13.78,180,1.000,0.00,0.00,4,20.50,9.40,59,1.80,8.41,3149,0.00,-4.20,0.00,-7.25,0.480,7.8,55,0.00,0
280.684,0.00,-0.16,-0.78,0.00,20.44,13,2,0.0,14.36,14.16,-8.94,14.56,0.31,15.15,180,1.000,0.00,0.00,4,18.00,0.00,59,1.66,5.01,3230,0.00,3.56,0.00,0.00,0.840,7.1,55,0.00,0
280.831,0.00,-0.16,-0.78,0.00,18.03,9,2,0.0,14.36,14.24,-10.12,14.55,0.20,12.23,180,1.000,0.00,0.00,4,14.00,0.00,59,1.64,3.96,3220,0.00,5.38,0.00,0.00,1.000,7.5,54,0.00,0
280.985,0.00,-0.16,-0.78,0.00,14.59,7,2,0.0,14.36,13.84,-10.47,14.55,0.19,12.22,180,1.000,0.00,0.00,4,10.50,0.00,59,1.64,3.75,3216,0.00,5.89,0.00,0.00,1.000,7.5,54,0.00,0
281.127,0.00,-0.16,-0.78,0.00,15.39,5,2,0.0,14.36,14.32,-10.49,14.56,0.19,14.64,180,1.000,0.00,0.00,4,7.00,0.00,59,1.64,3.87,3190,0.00,5.99,0.00,0.00,1.000,7.1,54,0.00,0
281.282,0.00,-0.16,-0.78,0.00,19.41,5,2,0.0,14.36,14.00,-10.13,14.56,0.19,14.60,181,1.000,0.00,0.00,4,7.00,0.00,59,1.64,4.18,3182,0.00,5.69,0.00,0.00,1.000,7.1,53,0.00,0
281.434,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.16,-10.12,14.56,0.19,14.54,181,1.000,0.00,0.00,4,7.00,0.00,61,1.62,4.23,3167,0.00,5.52,0.00,0.00,1.000,7.1,53,0.00,0
281.567,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.40,-10.03,14.56,0.19,14.54,181,1.000,0.00,0.00,4,7.00,0.00,61,1.62,4.37,3179,0.00,5.48,0.00,0.00,1.000,7.1,53,0.00,0
281.718,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.16,-9.84,14.56,0.19,14.54,181,1.000,0.00,0.00,4,24.00,0.00,61,1.64,4.49,3161,0.00,5.34,0.00,0.00,1.000,7.1,53,0.00,0
281.863,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-9.79,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.62,4.49,3125,0.00,5.25,0.00,0.00,1.000,7.1,53,0.00,0
282.016,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-9.78,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.64,4.54,3114,0.00,5.25,0.00,0.00,1.000,7.1,53,0.00,0
282.159,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-9.78,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.62,4.52,3120,0.00,5.28,0.00,0.00,1.000,7.1,52,0.00,0
282.314,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-9.80,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.62,4.52,3078,0.00,5.23,0.00,0.00,1.000,7.1,52,0.00,0
282.464,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-9.83,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.64,4.51,3078,0.00,5.22,0.00,0.00,1.000,7.1,52,0.00,0
282.605,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-9.81,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.64,4.54,3083,0.00,5.23,0.00,0.00,1.000,7.1,52,0.00,0
282.757,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-9.78,14.56,0.20,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.64,4.49,3042,0.00,5.26,0.00,0.00,1.000,7.1,52,0.00,0
282.899,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.00,-9.75,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.64,4.52,3047,0.00,5.24,0.00,0.00,1.000,7.1,51,0.00,0
283.050,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-9.83,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.62,4.52,3017,0.00,5.28,0.00,0.00,1.000,6.7,51,0.00,0
283.198,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.16,-9.86,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.62,4.47,3018,0.00,5.25,0.00,0.00,1.000,6.7,51,0.00,0
283.347,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-9.83,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.62,4.49,3002,0.00,5.31,0.00,0.00,1.000,6.7,50,0.00,0
283.498,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.16,-9.86,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.60,4.43,2970,0.00,5.30,0.00,0.00,0.856,6.7,50,0.00,0
283.643,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-9.91,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.60,4.39,2969,0.00,5.30,0.00,0.00,0.712,6.7,50,0.00,0
283.791,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.40,-9.98,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.62,4.25,2956,0.00,5.47,0.00,0.00,0.560,6.7,50,0.00,0
283.937,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-10.04,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.62,4.25,2924,0.00,5.45,0.00,0.00,0.416,6.7,49,0.00,0
284.084,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-10.08,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.58,4.22,2906,0.00,5.50,0.00,0.00,0.264,6.7,49,0.00,0
284.235,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.16,-10.04,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.60,4.25,2913,0.00,5.53,0.00,0.00,0.120,6.7,49,0.00,0
284.379,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-10.08,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.60,4.23,2898,0.00,5.50,0.00,0.00,0.000,6.3,48,0.00,0
284.530,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-10.03,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.58,4.23,2883,0.00,5.50,0.00,0.00,0.000,6.3,48,0.00,0
284.680,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-10.10,14.56,0.18,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.60,4.25,2874,0.00,5.50,0.00,0.00,0.000,6.3,48,0.00,0
284.825,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.08,-10.08,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.58,4.23,2856,0.00,5.55,0.00,0.00,0.000,6.3,48,0.00,0
284.974,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-10.12,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.58,4.23,2842,0.00,5.57,0.00,0.00,0.000,6.3,48,0.00,0
285.123,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.36,14.32,-10.09,14.56,0.18,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.58,4.16,2832,0.00,5.58,0.00,0.00,0.000,6.3,47,0.00,0
285.270,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.21,14.32,-10.13,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.58,4.16,2816,0.00,5.55,0.00,0.00,0.000,6.3,47,0.00,0
285.420,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.21,14.24,-10.09,14.56,0.19,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.56,4.16,2804,0.00,5.55,0.00,0.00,0.000,6.3,47,0.00,0
285.568,0.00,-0.16,-0.78,0.00,20.44,5,2,0.0,14.21,14.32,-10.14,14.56,0.18,12.14,181,1.000,0.00,0.00,4,24.00,0.00,61,1.56,4.20,2790,0.00,5.55,0.00,0.00,0.000,6.3,47,0.00,0
